City,Region,Country,AirQuality,WaterPollution,Population
Karratha,Western Australia,Australia,100,0,17013
Jurong,Jiangsu,People's Republic of China,0,50,
Marsh Harbour,Central Abaco,The Bahamas,50,75,
Romford,England,United Kingdom,75,0,122854
Nuwara Eliya,Central Province,Sri Lanka,83.33333333,16.66666667,27500
Shouguang,Shandong,People's Republic of China,0,50,
Samut Sakhon,Samut Sakhon,Thailand,14.28571429,75,60103
Ashland,Massachusetts,United States of America,100,50,
Okotoks,Alberta,Canada,100,12.5,30405
Liyang,Jiangsu,People's Republic of China,0,50,
Rocky Mount,Virginia,United States of America,50,75,
Herndon,Virginia,United States of America,50,25,
Amherst,Virginia,United States of America,100,50,
Christiansburg,Virginia,United States of America,75,100,
Highgate,,Jamaica,75,25,
Watertown,New York,United States of America,62.5,37.5,
Ewarton,Middlesex County,Jamaica,75,50,13807
Liberia,Guanacaste Province,Costa Rica,100,0,53382
Ubari,Wadi al Hayaa District,Libya,0,100,
Newcastle upon Tyne,England,United Kingdom,73.14814815,20.23809524,
Tamworth,New South Wales,Australia,100,25,180
Parksville,British Columbia,Canada,80,0,27330
Chaguanas,,Trinidad and Tobago,20,70,101297
Dhangadhi,,Nepal,62.5,37.5,
Rohtak,Haryana,India,50,25,374292
Muzaffarpur,Bihar,India,17.59259259,57.60869565,333200
Knutsford,England,United Kingdom,100,0,13259
Richards Bay,KwaZulu-Natal,South Africa,75,25,57387
Gannan,Heilongjiang,People's Republic of China,0,50,
Spring Hill,Tennessee,United States of America,87.5,25,
Airway Heights,Washington,United States of America,100,0,
Yelm,Washington,United States of America,50,50,
Sequim,Washington,United States of America,100,25,
Brier,Washington,United States of America,100,0,
Kirtipur,Bagmati,Nepal,62.5,50,65602
Katoomba,New South Wales,Australia,100,0,7964
Siddharthanagar,,Nepal,25,75,
Goose Creek,South Carolina,United States of America,100,0,
Atlantida,Canelones Department,Uruguay,66.66666667,33.33333333,
Gympie,Queensland,Australia,62.5,62.5,10803
Punta Cana,La Altagracia Province,Dominican Republic,40.625,65.625,
Waterloo,Wisconsin,United States of America,100,50,
Neenah,Wisconsin,United States of America,50,0,
Kempton Park,Gauteng,South Africa,37.5,50,171575
Hempstead,New York,United States of America,100,50,
Smithtown,New York,United States of America,100,50,
Hella,,Iceland,100,0,
Hermanus,Western Cape,South Africa,100,0,5610
Rio de Mouro,Lisbon,Portugal,100,50,47311
Temara,Rabat-Sale-Kenitra,Morocco,75,25,313510
Atibaia,Sao Paulo,Brazil,75,25,137187
Alberton,Gauteng,South Africa,28.125,59.375,121536
Yorkton,Saskatchewan,Canada,100,0,16280
Hyderabad,,Pakistan,50,59.09090909,
Plymouth,Michigan,United States of America,50,50,
Woodstock,Ontario,Canada,50,50,46705
Parnaiba,Piaui,Brazil,100,75,162159
Worcester,England,United Kingdom,83.33333333,16.66666667,101891
Khenchela,Khenchela Province,Algeria,100,0,108580
Stony Hill,,Jamaica,100,0,
May Pen,Middlesex County,Jamaica,68.75,18.75,61548
Madaba,Madaba Governorate,Jordan,37.5,75,
Panevezys,,Lithuania,70,40,
St. Paul,Alberta,Canada,100,0,
Islip,New York,United States of America,75,25,
Linhares,Espirito Santo,Brazil,100,100,166786
Banepa,Bagmati,Nepal,0,100,
Woodburn,Oregon,United States of America,100,0,
Riffa,Southern Governorate,Bahrain,32.69230769,53.125,
Purnia,Bihar,India,100,50,
Nandyal,,India,12.5,75,
Wardha,Maharashtra,India,50,50,106444
Hisar,Haryana,India,29.62962963,46.15384615,307024
Hisar,Haryana,India,29.62962963,46.15384615,10352
Ponca City,Oklahoma,United States of America,100,50,
Pilar,Buenos Aires Province,Argentina,75,100,296826
Pilar,Buenos Aires Province,Argentina,75,100,14735
Portsmouth,Rhode Island,United States of America,100,0,
Rio das Ostras,Rio de Janeiro,Brazil,25,100,156491
Kretinga,,Lithuania,75,50,17207
Anand,Gujarat,India,78.84615385,45.45454545,
La Libertad,Santa Elena Province,Ecuador,75,100,112154
La Piedad,Michoacan,Mexico,50,100,83323
Mandeville,Middlesex County,Jamaica,62.5,12.5,48317
Trail,British Columbia,Canada,100,0,12863
Fresnillo,Zacatecas,Mexico,75,25,230865
Lephalale,Limpopo,South Africa,62.5,50,
Lisburn,Northern Ireland,United Kingdom,75,25,71465
Muar,Johor,Malaysia,25,50,314776
Zeeland,Michigan,United States of America,100,0,
Piedras Negras,Coahuila,Mexico,75,25,173959
Roanoke,Indiana,United States of America,95.45454545,35.71428571,
Weirton,West Virginia,United States of America,62.5,50,
Revelstoke,British Columbia,Canada,100,50,
Vieira de Leiria,Leiria,Portugal,87.5,50,
Detroit Lakes,Minnesota,United States of America,100,50,
Waterford,Connecticut,United States of America,25,50,
Deltona,Florida,United States of America,87.5,75,
Melfort,Saskatchewan,Canada,100,0,
Morehead,Kentucky,United States of America,100,25,
Ustrzyki Dolne,Podkarpackie Voivodeship,Poland,70,0,8717
Nizwa,Ad Dakhiliyah Governorate,Oman,100,100,
Navsari,Gujarat,India,68.75,54.54545455,
Birmingham,Iowa,United States of America,71.05263158,31.66666667,
Waldorf,Minnesota,United States of America,100,75,
Tenali,Andhra Pradesh,India,71.42857143,58.33333333,
San Pedro Garza Garcia,Nuevo Leon,Mexico,46.875,12.5,122659
Kajang,Selangor,Malaysia,50,50,236240
Leawood,Kansas,United States of America,50,75,
Mohali,Punjab,India,87.5,75,
Nalgonda,Telangana,India,75,75,154326
Lakeport,California,United States of America,100,50,
Jackson,California,United States of America,100,50,
Attock,Punjab,Pakistan,75,50,
Upland,Indiana,United States of America,62.5,50,
San Juan,San Juan-Laventille,Trinidad and Tobago,25,25,13797
Medea,Medea Province,Algeria,50,50,
Elko,South Carolina,United States of America,100,25,
Cutler Bay,Florida,United States of America,100,25,
Kareli,Shida Kartli,Georgia,0,50,
Greenville,North Carolina,United States of America,90,25,
Narayanganj,Dhaka Division,Bangladesh,6.25,93.75,
Hun,Jufra,Libya,100,0,
Vadnais Heights,Minnesota,United States of America,100,50,
Hinesville,Georgia,United States of America,75,25,
Abington,Massachusetts,United States of America,100,50,
Williston,North Dakota,United States of America,85,75,
Fairmont,West Virginia,United States of America,100,50,
Warner Robins,Georgia,United States of America,100,37.5,
Korba,Chhattisgarh,India,43.75,43.75,365253
Elkhart,Indiana,United States of America,87.5,50,
Frankfort,Indiana,United States of America,50,75,
La Porte,Indiana,United States of America,87.5,50,
Takoradi,Western Region,Ghana,75,50,
Hounslow,England,United Kingdom,0,50,103337
Sanford,North Carolina,United States of America,100,50,
Spruce Pine,North Carolina,United States of America,100,0,
Yanceyville,North Carolina,United States of America,87.5,50,
Mooresville,North Carolina,United States of America,100,25,
Hope Mills,North Carolina,United States of America,100,50,
Hickory,North Carolina,United States of America,100,50,
Bryson City,North Carolina,United States of America,87.5,50,
Williams Lake,British Columbia,Canada,75,75,11906
Torpoint,England,United Kingdom,100,50,
Palanga,,Lithuania,100,50,18132
Buffalo,North Dakota,United States of America,100,50,
Beaver Dam,Kentucky,United States of America,100,50,
Pingdu,Shandong,People's Republic of China,0,50,
Chesterfield,South Carolina,United States of America,100,25,
Quesnel,British Columbia,Canada,100,50,12110
Stone Mountain,Georgia,United States of America,0,100,
Astoria,Illinois,United States of America,37.5,62.5,
Ellsworth,Maine,United States of America,100,50,
Swampscott,Massachusetts,United States of America,100,50,
San Jose del Cabo,Baja California Sur,Mexico,100,25,136285
Secunda,Mpumalanga,South Africa,9.090909091,60.71428571,40198
Litija,Litija Municipality,Slovenia,50,0,6688
Ras al-Khaimah,Emirate of Ras Al Khaimah,United Arab Emirates,57.14285714,29.6875,115949
Seminole,Florida,United States of America,100,0,
Zephyrhills,Florida,United States of America,25,50,
Bukit Mertajam,Penang,Malaysia,62.5,62.5,210000
California,Kentucky,United States of America,0,100,
San Isidro,Buenos Aires Province,Argentina,100,0,43595
Gettysburg,South Dakota,United States of America,75,75,
KwaMhlanga,Mpumalanga,South Africa,50,50,69853
Bajos de Haina,,Dominican Republic,0,100,124193
Croydon,England,United Kingdom,45,45,192064
Parry Sound,Ontario,Canada,100,50,
Telsiai,,Lithuania,50,75,
Beloit,Kansas,United States of America,50,62.5,
Willoughby,Ohio,United States of America,75,0,
Mansfield,Georgia,United States of America,0,50,
Tinsukia,Assam,India,0,75,99507
Ithaca,Michigan,United States of America,93.75,40.625,
Wayne,West Virginia,United States of America,87.5,50,
El Progreso,Yoro Department,Honduras,25,100,188366
Banstead,England,United Kingdom,100,0,16666
Bourne,Massachusetts,United States of America,75,25,
Nalaikh,,Mongolia,50,50,
Holetown,Saint James,Barbados,100,50,
Skikda,Skikda Province,Algeria,0,100,163318
Randburg,Gauteng,South Africa,83.33333333,33.33333333,337053
Ilford,England,United Kingdom,0,25,168168
Longmeadow,Massachusetts,United States of America,75,25,
Owosso,Michigan,United States of America,75,100,
Kingston upon Thames,England,United Kingdom,81.25,33.33333333,43013
Amherst,New Hampshire,United States of America,100,50,
Port Hawkesbury,Nova Scotia,Canada,100,50,
Taourirt,Oriental,Morocco,100,100,321876
Hampton,South Carolina,United States of America,37.5,50,
Bowral,New South Wales,Australia,75,33.33333333,10335
Oakland,Tennessee,United States of America,100,0,
Arlington,Kansas,United States of America,66.66666667,16.66666667,
Lewisburg,Tennessee,United States of America,100,50,
Sidi Slimane,Rabat-Sale-Kenitra,Morocco,75,50,92989
Clarksville,Indiana,United States of America,95,0,
Kyaukpyu,,Myanmar,0,50,
Orillia,Ontario,Canada,100,0,33411
Ait Melloul,Souss-Massa,Morocco,100,0,171847
Ashburn,Georgia,United States of America,60,25,
Taupo,Bay of Plenty Region,New Zealand,100,25,23622
Franklin,West Virginia,United States of America,100,0,
Decatur,Tennessee,United States of America,75,100,
Bridgewater,Connecticut,United States of America,87.5,50,
Cookeville,Tennessee,United States of America,100,50,
Chafford Hundred,England,United Kingdom,82.14285714,50,
Peachtree City,Georgia,United States of America,50,50,
Pardes Hanna-Karkur,,Israel,25,50,
Syracuse,Indiana,United States of America,75,50,
Mandeville,Louisiana,United States of America,75,75,
Lynchburg,South Carolina,United States of America,100,0,
Holderness,New Hampshire,United States of America,100,50,
Speightstown,Saint Peter,Barbados,75,75,
Long Island,Kansas,United States of America,87.5,25,
Aconibe,,Equatorial Guinea,0,100,13382
Yreka,California,United States of America,100,50,
Tyngsborough,Massachusetts,United States of America,100,50,
Sirajganj,Rajshahi Division,Bangladesh,100,75,
Mirpur,,Pakistan,66.66666667,100,
Huntingdon,Tennessee,United States of America,75,50,
Couva,Couva-Tabaquite-Talparo,Trinidad and Tobago,43.75,43.75,48858
Talanga,Francisco Morazan Department,Honduras,50,50,34997
Seaside,Oregon,United States of America,100,0,
Pooler,Georgia,United States of America,75,25,
Cankuzo,Cankuzo Province,Burundi,0,100,3624
Arendal,Agder,Norway,87.5,0,45891
Edison,Georgia,United States of America,75,25,
Greater Noida,Uttar Pradesh,India,25,100,
Las Tablas,Los Santos Province,Panama,100,0,9255
Topsham,Maine,United States of America,100,50,
Alwar,Rajasthan,India,37.5,55.76923077,341422
Frederick,South Dakota,United States of America,91.66666667,33.33333333,
Manistee,Michigan,United States of America,100,50,
Allegan,Michigan,United States of America,100,0,
Bayla,Bari,Somalia,100,0,
Richland,Oregon,United States of America,100,0,
Rumford,Maine,United States of America,100,50,
Nnewi,,Nigeria,12.5,50,391227
Djelfa,Djelfa Province,Algeria,50,62.5,265833
Pikeville,Kentucky,United States of America,100,50,
Douglasville,Georgia,United States of America,25,75,
Batu Pahat,Johor,Malaysia,75,100,140000
Bowmanville,Ontario,Canada,0,100,56742
Sangre Grande,Sangre Grande Regional Corporation,Trinidad and Tobago,75,75,18127
Chesapeake,West Virginia,United States of America,100,37.5,
Brandon,Vermont,United States of America,100,0,
Salmon Arm,British Columbia,Canada,25,75,19432
Yorkville,Tennessee,United States of America,100,0,
Fredericksburg,Indiana,United States of America,100,25,
Simcoe,Ontario,Canada,100,50,16121
Utica,Indiana,United States of America,93.75,37.5,
Grenville,Saint Andrew Parish,Grenada,66.66666667,58.33333333,
Guntur,,India,38.54166667,57.89473684,
Manassas,Georgia,United States of America,87.5,0,
Gadsden,Tennessee,United States of America,87.5,75,
Bomassa,Sangha Department,Republic of the Congo,0,100,
Hlatikulu,Shiselweni District,Eswatini,87.5,62.5,2748
Deep River,Ontario,Canada,100,50,
Rutherford,Tennessee,United States of America,0,100,
Merimbula,New South Wales,Australia,100,0,3544
Norman Wells,Northwest Territories,Canada,100,50,
Braga,Braga,Portugal,85.29411765,25,181494
Leiria,Leiria,Portugal,89.28571429,28.57142857,126897
Matosinhos,Porto,Portugal,37.5,62.5,175478
Pak Kret,Nonthaburi,Thailand,40.625,87.5,184501
Kristiansund,More og Romsdal,Norway,75,0,18273
Robe,,Ethiopia,75,75,
Willimantic,Maine,United States of America,100,50,
Middlesex,Vermont,United States of America,83.33333333,50,
Somerset,Vermont,United States of America,100,50,
Siparia,Siparia Regional Corporation,Trinidad and Tobago,62.5,50,10254
Carlisle,New York,United States of America,100,50,
Al Jubayhah,Amman Governorate,Jordan,75,37.5,
Vizianagaram,Andhra Pradesh,India,58.33333333,58.33333333,228720
Kurnool,,India,43.33333333,65.90909091,457633
New Windsor,New York,United States of America,100,50,
Taylor,New York,United States of America,87.5,50,
New Paltz,New York,United States of America,100,50,
Webster,New York,United States of America,0,50,
Hamar,Innlandet,Norway,95,0,27947
Lillehammer,Innlandet,Norway,85,75,20580
Germantown,New York,United States of America,100,0,
Kocaeli,Kocaeli Province,Turkey,22.72727273,62.5,363416
Princeton,Massachusetts,United States of America,87.5,25,
Sakarya,,Turkey,41.66666667,0,281489
Santa Ana,San Jose Province,Costa Rica,75,50,12956
Kaunas,,Lithuania,73.27586207,24,393397
Takengon,Aceh,Indonesia,100,0,
Innopolis,Republic of Tatarstan,Russia,100,0,
Addu City,Addu Atoll,Maldives,50,100,
Anshan,Hebei,People's Republic of China,0,100,
Bakaata,Mount Lebanon Governorate,Lebanon,0,100,
Bath,New York,United States of America,100,50,
Bayan Lepas,Penang,Malaysia,31.25,93.75,122654
Buderim,Queensland,Australia,75,0,54483
Dickinson,New York,United States of America,100,50,
Drummond,KwaZulu-Natal,South Africa,12.5,50,
Gjovik,Innlandet,Norway,100,50,20589
Gainesville,New York,United States of America,100,25,
Gorakhpur,Uttar Pradesh,India,47.11538462,66,673446
Gorakhpur,Uttar Pradesh,India,47.11538462,66,13068
Ribeseya,Asturias,Spain,100,50,
Jiujiang,Guangdong,People's Republic of China,0,50,
Shiraz,Fars Province,Iran,55,43.75,
Lafayette,Wisconsin,United States of America,93.75,12.5,
Bridgend,Wales,United Kingdom,75,75,
Millmerran,Queensland,Australia,100,0,
Picton,Ontario,Canada,100,25,
Qingyuan,Guangxi,People's Republic of China,12.5,50,
Saint Joseph,Tunapuna-Piarco Regional Corporation,Trinidad and Tobago,100,75,14376
Wausau,Wisconsin,United States of America,100,25,
Yilan,Heilongjiang,People's Republic of China,75,50,
Kish,Hormozgan Province,Iran,100,0,
Fredrikstad,Viken,Norway,100,50,63610
Haugesund,Rogaland,Norway,95,5,45040
Molde,More og Romsdal,Norway,93.75,18.75,21103
Sarpsborg,Viken,Norway,90,0,54678
Solna,Stockholm County,Sweden,58.33333333,25,
Bacau,Bacau County,Romania,67.30769231,50,
Anyang,Guangxi,People's Republic of China,20,0,
Yan'an,Guangxi,People's Republic of China,0,50,
Zhangqiu,Shandong,People's Republic of China,0,50,
Guizhou,Hubei,People's Republic of China,46.42857143,33.33333333,
Linkou,Guizhou,People's Republic of China,25,50,
Luoyang,Henan,People's Republic of China,0,50,
Chancay,Lima region,Peru,25,50,32312
Chittoor,Andhra Pradesh,India,70,70.83333333,160722
Gibsons,British Columbia,Canada,100,50,9603
Elverum,Innlandet,Norway,100,12.5,21568
Khlong Luang,Pathum Thani,Thailand,25,25,56128
Qatif,Eastern Province,Saudi Arabia,25,75,
Aarschot,Flemish Region,Belgium,75,41.66666667,29965
Skien,Vestfold og Telemark,Norway,85.71428571,8.333333333,50607
Haldia,West Bengal,India,0,100,200827
Kulai,Johor,Malaysia,50,50,230000
Horten,Vestfold og Telemark,Norway,100,0,20504
Belem,Para,Brazil,81.25,93.75,
Guadalajara,Castile-La Mancha,Spain,75,75,161683
Kocevje,Municipality of Kocevje,Slovenia,100,50,
Sandefjord,Vestfold og Telemark,Norway,75,25,44368
Samut Prakan,Samut Prakan,Thailand,34.375,50,51309
Matara,Southern Province,Sri Lanka,25,66.66666667,68244
Moss,Viken,Norway,80,75,6201
